PPI,Porosity,Re,Dh,f,Nu
25,0.8,600,0.004875,15.7382,97.7166
25,0.825,600,0.004875,15.1284,91.674
25,0.85,600,0.004875,14.5814,85.5449
25,0.875,600,0.004875,14.1151,79.221
25,0.9,600,0.004875,13.7399,72.544
25,0.925,600,0.004875,13.4331,65.247
25,0.95,600,0.004875,13.0663,56.7805
25,0.975,600,0.004875,12.1874,45.6282
25,0.99,600,0.004875,10.937,35.2214
